	num_ancestors	num_children	a/(a+c)	frecuencia relativa	c/(a+c)	exp(-c)	log(1+a)
HP:0000001	0.0	17231.0	0.0	NaN	1.0	0.0	0.0
HP:0000002	3.0	34.0	0.08108108108108109	0.29713239780353873	0.918918918918919	1.713908431542013e-15	0.6020599913279624
HP:0000003	8.0	0.0	1.0	0.023998372991661583	0.0	1.0	0.9542425094393249
HP:0000005	1.0	40.0	0.024390243902439025	NaN	0.975609756097561	4.248354255291589e-18	0.3010299956639812
HP:0000006	3.0	0.0	1.0	0.392109009558674	0.0	1.0	0.6020599913279624
HP:0000007	3.0	0.0	1.0	0.5999593247915396	0.0	1.0	0.6020599913279624
HP:0000008	7.0	107.0	0.06140350877192982	0.09172259507829977	0.9385964912280702	3.392270193026015e-47	0.9030899869919435
HP:0000009	6.0	27.0	0.18181818181818182	0.09029896278218426	0.8181818181818182	1.8795288165390832e-12	0.8450980400142568
HP:0000010	9.0	2.0	0.8181818181818182	0.03111653447223917	0.18181818181818182	0.13533528323661267	1.0
HP:0000011	7.0	0.0	1.0	0.008338417734390889	0.0	1.0	0.9030899869919435
HP:0000012	7.0	0.0	1.0	0.010372178157413058	0.0	1.0	0.9030899869919435
HP:0000013	10.0	0.0	1.0	0.010372178157413058	0.0	1.0	1.0413926851582251
HP:0000014	5.0	57.0	0.08064516129032258	0.09782387634736628	0.9193548387096774	1.7587922024243116e-25	0.7781512503836436
HP:0000015	7.0	2.0	0.7777777777777778	0.007321537522879805	0.2222222222222222	0.13533528323661267	0.9030899869919435
HP:0000016	7.0	0.0	1.0	0.005491153142159854	0.0	1.0	0.9030899869919435
HP:0000017	7.0	0.0	1.0	0.0018303843807199512	0.0	1.0	0.9030899869919435
HP:0000019	7.0	0.0	1.0	0.0008135041692088672	0.0	1.0	0.9030899869919435
HP:0000020	10.0	1.0	0.9090909090909091	0.029692902176123654	0.09090909090909091	0.3678794411714424	1.0413926851582251
HP:0000021	8.0	0.0	1.0	0.002033760423022168	0.0	1.0	0.9542425094393249
HP:0000022	7.0	19.0	0.2692307692307692	0.01586333129957291	0.7307692307692307	5.602796437537268e-09	0.9030899869919435
HP:0000023	9.0	0.0	1.0	0.05938580435224731	0.0	1.0	1.0
HP:0000024	13.0	0.0	1.0	0.0014236322961155175	0.0	1.0	1.146128035678238
HP:0000025	6.0	15.0	0.2857142857142857	0.056741915802318486	0.7142857142857143	3.059023205018258e-07	0.8450980400142568
HP:0000026	10.0	0.0	1.0	0.008948545861297539	0.0	1.0	1.0413926851582251
HP:0000027	8.0	3.0	0.7272727272727273	0.026845637583892617	0.2727272727272727	0.04978706836786394	0.9542425094393249
HP:0000028	9.0	2.0	0.8181818181818182	0.15171852755745374	0.18181818181818182	0.13533528323661267	1.0
HP:0000029	9.0	0.0	1.0	0.003050640634533252	0.0	1.0	1.0
HP:0000030	20.0	0.0	1.0	0.0024405125076266015	0.0	1.0	1.3222192947339193
HP:0000031	13.0	0.0	1.0	0.001016880211511084	0.0	1.0	1.146128035678238
HP:0000032	7.0	111.0	0.059322033898305086	0.23042505592841164	0.940677966101695	6.213159586848109e-49	0.9030899869919435
HP:0000033	9.0	0.0	1.0	0.0024405125076266015	0.0	1.0	1.0
HP:0000034	9.0	4.0	0.6923076923076923	0.006508033353670938	0.3076923076923077	0.01831563888873418	1.0
HP:0000035	8.0	47.0	0.14545454545454545	0.19341061622940817	0.8545454545454545	3.873997628687187e-21	0.9542425094393249
HP:0000036	8.0	38.0	0.17391304347826086	0.14846451088061827	0.8260869565217391	3.1391327920480296e-17	0.9542425094393249
HP:0000037	8.0	1.0	0.8888888888888888	0.008745169818995322	0.1111111111111111	0.3678794411714424	0.9542425094393249
HP:0000039	14.0	0.0	1.0	0.005897905226764287	0.0	1.0	1.1760912590556813
HP:0000040	9.0	0.0	1.0	0.0022371364653243847	0.0	1.0	1.0
HP:0000041	9.0	0.0	1.0	0.0034573927191376857	0.0	1.0	1.0
HP:0000042	6.0	0.0	1.0	0.0006101281269066504	0.0	1.0	0.8450980400142568
HP:0000044	8.0	0.0	1.0	0.03518405531828351	0.0	1.0	0.9542425094393249
HP:0000045	8.0	18.0	0.3076923076923077	0.02725238966849705	0.6923076923076923	1.522997974471263e-08	0.9542425094393249
HP:0000046	11.0	0.0	1.0	0.013219442749644091	0.0	1.0	1.0791812460476249
HP:0000047	14.0	7.0	0.6666666666666666	0.07280862314419362	0.3333333333333333	0.0009118819655545162	1.1760912590556813
HP:0000048	9.0	0.0	1.0	0.007321537522879805	0.0	1.0	1.0
HP:0000049	9.0	0.0	1.0	0.004677648972950987	0.0	1.0	1.0
HP:0000050	9.0	5.0	0.6428571428571429	0.11307707952003254	0.35714285714285715	0.006737946999085467	1.0
HP:0000051	15.0	0.0	1.0	0.001016880211511084	0.0	1.0	1.2041199826559248
HP:0000052	7.0	0.0	1.0	NaN	0.0	1.0	0.9030899869919435
HP:0000053	10.0	2.0	0.8333333333333334	0.004067520846044336	0.16666666666666666	0.13533528323661267	1.0413926851582251
HP:0000054	12.0	0.0	1.0	0.0545047793369941	0.0	1.0	1.1139433523068367
HP:0000055	7.0	29.0	0.19444444444444445	0.03233679072605247	0.8055555555555556	2.5436656473769233e-13	0.9030899869919435
HP:0000056	8.0	8.0	0.5	0.020134228187919462	0.5	0.0003354626279025118	0.9542425094393249
HP:0000058	8.0	14.0	0.36363636363636365	0.017693715680292862	0.6363636363636364	8.315287191035679e-07	0.9542425094393249
HP:0000059	13.0	0.0	1.0	0.007524913565182021	0.0	1.0	1.146128035678238
HP:0000060	12.0	0.0	1.0	0.006711409395973154	0.0	1.0	1.1139433523068367
HP:0000061	9.0	0.0	1.0	0.0018303843807199512	0.0	1.0	1.0
HP:0000062	6.0	5.0	0.5454545454545454	0.025015253203172667	0.45454545454545453	0.006737946999085467	0.8450980400142568
HP:0000063	10.0	0.0	1.0	0.0008135041692088672	0.0	1.0	1.0413926851582251
HP:0000064	13.0	0.0	1.0	0.006508033353670938	0.0	1.0	1.146128035678238
HP:0000065	9.0	2.0	0.8181818181818182	0.0016270083384177345	0.18181818181818182	0.13533528323661267	1.0
HP:0000066	11.0	2.0	0.8461538461538461	0.012609314622737441	0.15384615384615385	0.13533528323661267	1.0791812460476249
HP:0000067	12.0	0.0	1.0	NaN	0.0	1.0	1.1139433523068367
HP:0000068	6.0	2.0	0.75	0.004881025015253203	0.25	0.13533528323661267	0.8450980400142568
HP:0000069	5.0	35.0	0.125	0.06955460646735814	0.875	6.30511676014699e-16	0.7781512503836436
HP:0000070	7.0	0.0	1.0	0.00569452918446207	0.0	1.0	0.9030899869919435
HP:0000071	8.0	2.0	0.8	0.006711409395973154	0.2	0.13533528323661267	0.9542425094393249
HP:0000072	7.0	2.0	0.7777777777777778	0.015456579214968477	0.2222222222222222	0.13533528323661267	0.9030899869919435
HP:0000073	7.0	4.0	0.6363636363636364	0.009355297945901973	0.36363636363636365	0.01831563888873418	0.9030899869919435
HP:0000074	9.0	0.0	1.0	0.004677648972950987	0.0	1.0	1.0
HP:0000075	7.0	2.0	0.7777777777777778	0.008135041692088672	0.2222222222222222	0.13533528323661267	0.9030899869919435
HP:0000076	10.0	10.0	0.5	0.03742119178360789	0.5	4.5399929762484854e-05	1.0413926851582251
HP:0000077	5.0	540.0	0.009174311926605505	0.2788285539963392	0.9908256880733946	3.02677244947294e-235	0.7781512503836436
HP:0000078	3.0	433.0	0.006880733944954129	0.34451901565995524	0.9931192660550459	8.922557099654142e-189	0.6020599913279624
HP:0000079	3.0	1028.0	0.002909796314258002	0.39902379499694934	0.997090203685742	0.0	0.6020599913279624
HP:0000080	4.0	82.0	0.046511627906976744	0.16859873906853773	0.9534883720930233	2.4426007377405277e-36	0.6989700043360189
HP:0000081	8.0	0.0	1.0	0.004677648972950987	0.0	1.0	0.9542425094393249
HP:0000083	8.0	8.0	0.5	0.08033353670937564	0.5	0.0003354626279025118	0.9542425094393249
HP:0000085	8.0	0.0	1.0	0.02216798861094163	0.0	1.0	0.9542425094393249
HP:0000086	8.0	8.0	0.5	0.016270083384177344	0.5	0.0003354626279025118	0.9542425094393249
HP:0000089	8.0	2.0	0.8	0.027049013626194836	0.2	0.13533528323661267	0.9542425094393249
HP:0000090	8.0	0.0	1.0	0.007321537522879805	0.0	1.0	0.9542425094393249
HP:0000091	8.0	60.0	0.11764705882352941	0.020744356314826115	0.8823529411764706	8.75651076269652e-27	0.9542425094393249
HP:0000092	10.0	3.0	0.7692307692307693	0.003864144803742119	0.23076923076923078	0.04978706836786394	1.0413926851582251
HP:0000093	9.0	6.0	0.6	0.044946105348789914	0.4	0.0024787521766663585	1.0
HP:0000095	10.0	103.0	0.08849557522123894	0.03843807199511898	0.911504424778761	1.8521167695179754e-45	1.0413926851582251
HP:0000096	11.0	7.0	0.6111111111111112	0.020540980272523896	0.3888888888888889	0.0009118819655545162	1.0791812460476249
HP:0000097	12.0	0.0	1.0	0.014439699003457393	0.0	1.0	1.1139433523068367
HP:0000098	4.0	5.0	0.4444444444444444	0.034573927191376856	0.5555555555555556	0.006737946999085467	0.6989700043360189
HP:0000099	18.0	11.0	0.6206896551724138	0.01525320317266626	0.3793103448275862	1.670170079024566e-05	1.2787536009528289
HP:0000100	8.0	8.0	0.5	0.026845637583892617	0.5	0.0003354626279025118	0.9542425094393249
HP:0000103	10.0	0.0	1.0	0.007118161480577588	0.0	1.0	1.0413926851582251
HP:0000104	8.0	2.0	0.8	0.03945495220663006	0.2	0.13533528323661267	0.9542425094393249
HP:0000105	7.0	0.0	1.0	0.009558673988204189	0.0	1.0	0.9030899869919435
HP:0000107	7.0	12.0	0.3684210526315789	0.056335163717714055	0.631578947368421	6.14421235332821e-06	0.9030899869919435
HP:0000108	10.0	0.0	1.0	0.0016270083384177345	0.0	1.0	1.0413926851582251
HP:0000110	7.0	2.0	0.7777777777777778	0.015049827130364042	0.2222222222222222	0.13533528323661267	0.9030899869919435
HP:0000111	11.0	0.0	1.0	0.0004067520846044336	0.0	1.0	1.0791812460476249
HP:0000112	8.0	0.0	1.0	0.02094773235712833	0.0	1.0	0.9542425094393249
HP:0000113	8.0	0.0	1.0	0.011185682326621925	0.0	1.0	0.9542425094393249
HP:0000114	9.0	2.0	0.8181818181818182	0.011592434411226357	0.18181818181818182	0.13533528323661267	1.0
HP:0000117	9.0	0.0	1.0	0.002847264592231035	0.0	1.0	1.0
HP:0000118	1.0	16862.0	5.930142916444286e-05	1.0	0.9999406985708356	0.0	0.3010299956639812
HP:0000119	2.0	1464.0	0.001364256480218281	0.5346756152125279	0.9986357435197817	0.0	0.47712125471966244
HP:0000121	7.0	3.0	0.7	0.01972747610331503	0.3	0.04978706836786394	0.9030899869919435
HP:0000122	9.0	0.0	1.0	0.016880211511083994	0.0	1.0	1.0
HP:0000123	12.0	16.0	0.42857142857142855	0.021761236526337196	0.5714285714285714	1.1253517471925912e-07	1.1139433523068367
HP:0000124	8.0	22.0	0.26666666666666666	0.02481187716087045	0.7333333333333333	2.7894680928689246e-10	0.9542425094393249
HP:0000125	9.0	0.0	1.0	0.006914785438275371	0.0	1.0	1.0
HP:0000126	9.0	0.0	1.0	0.04697986577181208	0.0	1.0	1.0
HP:0000127	8.0	0.0	1.0	0.004270896888346553	0.0	1.0	0.9542425094393249
HP:0000128	9.0	0.0	1.0	0.0012202562538133007	0.0	1.0	1.0
HP:0000130	8.0	35.0	0.18604651162790697	0.04677648972950987	0.813953488372093	6.30511676014699e-16	0.9542425094393249
HP:0000131	16.0	0.0	1.0	0.0008135041692088672	0.0	1.0	1.2304489213782739
HP:0000132	9.0	0.0	1.0	0.006711409395973154	0.0	1.0	1.0
HP:0000133	6.0	2.0	0.75	0.007524913565182021	0.25	0.13533528323661267	0.8450980400142568
HP:0000134	10.0	0.0	1.0	0.005491153142159854	0.0	1.0	1.0413926851582251
HP:0000135	7.0	4.0	0.6363636363636364	0.0860280658938377	0.36363636363636365	0.01831563888873418	0.9030899869919435
HP:0000136	10.0	0.0	1.0	0.0008135041692088672	0.0	1.0	1.0413926851582251
HP:0000137	8.0	28.0	0.2222222222222222	0.04697986577181208	0.7777777777777778	6.914400106940203e-13	0.9542425094393249
HP:0000138	10.0	6.0	0.625	0.019117347976408378	0.375	0.0024787521766663585	1.0413926851582251
HP:0000139	14.0	0.0	1.0	0.0014236322961155175	0.0	1.0	1.1760912590556813
HP:0000140	6.0	11.0	0.35294117647058826	0.0569452918446207	0.6470588235294118	1.670170079024566e-05	0.8450980400142568
HP:0000141	7.0	2.0	0.7777777777777778	0.039048200122025624	0.2222222222222222	0.13533528323661267	0.9030899869919435
HP:0000142	8.0	33.0	0.1951219512195122	0.021354484441732765	0.8048780487804879	4.658886145103397e-15	0.9542425094393249
HP:0000143	21.0	0.0	1.0	0.0044742729306487695	0.0	1.0	1.3424226808222062
HP:0000144	5.0	5.0	0.5	0.06426682936750051	0.5	0.006737946999085467	0.7781512503836436
HP:0000145	10.0	0.0	1.0	0.0004067520846044336	0.0	1.0	1.0413926851582251
HP:0000147	11.0	1.0	0.9166666666666666	0.01647345942647956	0.08333333333333333	0.3678794411714424	1.0791812460476249
HP:0000148	10.0	0.0	1.0	0.0034573927191376857	0.0	1.0	1.0413926851582251
HP:0000149	17.0	0.0	1.0	0.0024405125076266015	0.0	1.0	1.255272505103306
HP:0000150	12.0	2.0	0.8571428571428571	0.0036607687614399025	0.14285714285714285	0.13533528323661267	1.1139433523068367
HP:0000151	10.0	0.0	1.0	0.004270896888346553	0.0	1.0	1.0413926851582251
HP:0000152	2.0	1404.0	0.001422475106685633	0.6640227781167378	0.9985775248933144	0.0	0.47712125471966244
HP:0000153	5.0	485.0	0.01020408163265306	0.45230831808013017	0.9897959183673469	2.3290364045142186e-211	0.7781512503836436
HP:0000154	9.0	0.0	1.0	0.042912344925767745	0.0	1.0	1.0
HP:0000155	9.0	0.0	1.0	0.008948545861297539	0.0	1.0	1.0
HP:0000157	8.0	51.0	0.13559322033898305	0.08582468985153549	0.864406779661017	7.095474162284704e-23	0.9542425094393249
HP:0000158	15.0	2.0	0.8823529411764706	0.03172666259914582	0.11764705882352941	0.13533528323661267	1.2041199826559248
HP:0000159	8.0	76.0	0.09523809523809523	0.22106975798250966	0.9047619047619048	9.854154686111257e-34	0.9542425094393249
HP:0000160	9.0	0.0	1.0	0.045962985560301	0.0	1.0	1.0
HP:0000161	13.0	2.0	0.8666666666666667	0.009965426072808623	0.13333333333333333	0.13533528323661267	1.146128035678238
HP:0000162	10.0	0.0	1.0	0.00569452918446207	0.0	1.0	1.0413926851582251
HP:0000163	7.0	463.0	0.014893617021276596	0.4354281065690462	0.9851063829787234	8.349392525651157e-202	0.9030899869919435
HP:0000164	8.0	190.0	0.04040404040404041	0.1925971120601993	0.9595959595959596	3.0482349509718567e-83	0.9542425094393249
HP:0000166	16.0	0.0	1.0	0.0008135041692088672	0.0	1.0	1.2304489213782739
HP:0000168	9.0	14.0	0.391304347826087	0.04738661785641651	0.6086956521739131	8.315287191035679e-07	1.0
HP:0000169	16.0	0.0	1.0	0.004270896888346553	0.0	1.0	1.2304489213782739
HP:0000171	11.0	0.0	1.0	0.0034573927191376857	0.0	1.0	1.0791812460476249
HP:0000172	10.0	8.0	0.5555555555555556	0.03843807199511898	0.4444444444444444	0.0003354626279025118	1.0413926851582251
HP:0000174	8.0	45.0	0.1509433962264151	0.2214765100671141	0.8490566037735849	2.8625185805493937e-20	0.9542425094393249
HP:0000175	10.0	15.0	0.4	0.11816148057758796	0.6	3.059023205018258e-07	1.0413926851582251
HP:0000176	12.0	0.0	1.0	0.014846451088061827	0.0	1.0	1.1139433523068367
HP:0000177	9.0	43.0	0.17307692307692307	0.18019117347976407	0.8269230769230769	2.1151310375910807e-19	1.0
HP:0000178	9.0	6.0	0.6	NaN	0.4	0.0024787521766663585	1.0
HP:0000179	11.0	0.0	1.0	0.0266422615415904	0.0	1.0	1.0791812460476249
HP:0000180	10.0	0.0	1.0	0.003254016676835469	0.0	1.0	1.0413926851582251
HP:0000182	10.0	1.0	0.9090909090909091	0.0026438885499288182	0.09090909090909091	0.3678794411714424	1.0413926851582251
HP:0000183	11.0	0.0	1.0	0.0022371364653243847	0.0	1.0	1.0791812460476249
HP:0000185	12.0	3.0	0.8	0.010372178157413058	0.2	0.04978706836786394	1.1139433523068367
HP:0000187	9.0	1.0	0.9	0.003050640634533252	0.1	0.3678794411714424	1.0
HP:0000188	10.0	0.0	1.0	0.0024405125076266015	0.0	1.0	1.0413926851582251
HP:0000189	9.0	1.0	0.9	0.03721781574130567	0.1	0.3678794411714424	1.0
HP:0000190	8.0	5.0	0.6153846153846154	0.012609314622737441	0.38461538461538464	0.006737946999085467	0.9542425094393249
HP:0000191	9.0	0.0	1.0	0.0034573927191376857	0.0	1.0	1.0
HP:0000193	11.0	0.0	1.0	0.03233679072605247	0.0	1.0	1.0791812460476249
HP:0000194	9.0	1.0	0.9	0.023998372991661583	0.1	0.3678794411714424	1.0
HP:0000196	17.0	0.0	1.0	0.0008135041692088672	0.0	1.0	1.255272505103306
HP:0000197	9.0	5.0	0.6428571428571429	0.0016270083384177345	0.35714285714285715	0.006737946999085467	1.0
HP:0000198	10.0	0.0	1.0	0.0004067520846044336	0.0	1.0	1.0413926851582251
HP:0000199	10.0	0.0	1.0	0.003050640634533252	0.0	1.0	1.0413926851582251
HP:0000200	9.0	0.0	1.0	0.0024405125076266015	0.0	1.0	1.0
HP:0000201	7.0	0.0	1.0	0.006508033353670938	0.0	1.0	0.9030899869919435
HP:0000202	8.0	41.0	0.16326530612244897	0.13016066707341875	0.8367346938775511	1.5628821893349888e-18	0.9542425094393249
HP:0000204	12.0	18.0	0.4	0.03437055114907464	0.6	1.522997974471263e-08	1.1139433523068367
HP:0000205	9.0	1.0	0.9	0.001016880211511084	0.1	0.3678794411714424	1.0
HP:0000206	10.0	0.0	1.0	0.0024405125076266015	0.0	1.0	1.0413926851582251
HP:0000207	9.0	1.0	0.9	0.003864144803742119	0.1	0.3678794411714424	1.0
HP:0000211	12.0	0.0	1.0	0.002847264592231035	0.0	1.0	1.1139433523068367
HP:0000212	10.0	0.0	1.0	0.025218629245474883	0.0	1.0	1.0413926851582251
HP:0000214	20.0	0.0	1.0	0.0008135041692088672	0.0	1.0	1.3222192947339193
HP:0000215	12.0	0.0	1.0	0.0052877770998576365	0.0	1.0	1.1139433523068367
HP:0000216	10.0	0.0	1.0	0.0004067520846044336	0.0	1.0	1.0413926851582251
HP:0000217	8.0	0.0	1.0	0.01138905836892414	0.0	1.0	0.9542425094393249
HP:0000218	9.0	1.0	0.9	0.14826113483831604	0.1	0.3678794411714424	1.0
HP:0000219	12.0	0.0	1.0	0.059589180394549524	0.0	1.0	1.1139433523068367
HP:0000220	10.0	0.0	1.0	0.005897905226764287	0.0	1.0	1.0413926851582251
HP:0000221	10.0	1.0	0.9090909090909091	0.008541793776693106	0.09090909090909091	0.3678794411714424	1.0413926851582251
HP:0000222	16.0	0.0	1.0	0.0002033760423022168	0.0	1.0	1.2304489213782739
HP:0000223	12.0	4.0	0.75	NaN	0.25	0.01831563888873418	1.1139433523068367
HP:0000224	13.0	0.0	1.0	0.0012202562538133007	0.0	1.0	1.146128035678238
HP:0000225	12.0	0.0	1.0	0.011795810453528574	0.0	1.0	1.1139433523068367
HP:0000227	21.0	0.0	1.0	0.0004067520846044336	0.0	1.0	1.3424226808222062
HP:0000228	18.0	4.0	0.8181818181818182	0.0008135041692088672	0.18181818181818182	0.01831563888873418	1.2787536009528289
HP:0000230	10.0	0.0	1.0	0.006711409395973154	0.0	1.0	1.0413926851582251
HP:0000232	11.0	0.0	1.0	0.02725238966849705	0.0	1.0	1.0791812460476249
HP:0000233	9.0	2.0	0.8181818181818182	0.07809640024405125	0.18181818181818182	0.13533528323661267	1.0
HP:0000234	3.0	1359.0	0.0022026431718061676	0.6581248728899736	0.9977973568281938	0.0	0.6020599913279624
HP:0000235	9.0	44.0	0.16981132075471697	0.09070571486678869	0.8301886792452831	7.781132241133797e-20	1.0
HP:0000236	11.0	6.0	0.6470588235294118	NaN	0.35294117647058826	0.0024787521766663585	1.0791812460476249
HP:0000237	12.0	0.0	1.0	0.002033760423022168	0.0	1.0	1.1139433523068367
HP:0000238	8.0	4.0	0.6666666666666666	0.07952003254016676	0.3333333333333333	0.01831563888873418	0.9542425094393249
HP:0000239	11.0	3.0	0.7857142857142857	0.034573927191376856	0.21428571428571427	0.04978706836786394	1.0791812460476249
HP:0000240	9.0	13.0	0.4090909090909091	0.31279235306080944	0.5909090909090909	2.2603294069810542e-06	1.0
HP:0000242	11.0	0.0	1.0	0.002033760423022168	0.0	1.0	1.0791812460476249
HP:0000243	10.0	0.0	1.0	0.008745169818995322	0.0	1.0	1.0413926851582251
HP:0000244	12.0	0.0	1.0	0.0018303843807199512	0.0	1.0	1.1139433523068367
HP:0000245	13.0	20.0	0.3939393939393939	NaN	0.6060606060606061	2.061153622438558e-09	1.146128035678238
HP:0000246	18.0	3.0	0.8571428571428571	0.03254016676835469	0.14285714285714285	0.04978706836786394	1.2787536009528289
HP:0000248	10.0	2.0	0.8333333333333334	0.04901362619483425	0.16666666666666666	0.13533528323661267	1.0413926851582251
HP:0000250	16.0	0.0	1.0	0.0006101281269066504	0.0	1.0	1.2304489213782739
HP:0000252	19.0	4.0	0.8260869565217391	0.25706731747000205	0.17391304347826086	0.01831563888873418	1.3010299956639813
HP:0000253	21.0	0.0	1.0	0.018303843807199512	0.0	1.0	1.3424226808222062
HP:0000255	19.0	0.0	1.0	NaN	0.0	1.0	1.3010299956639813
HP:0000256	11.0	4.0	0.7333333333333333	0.08663819402074435	0.26666666666666666	0.01831563888873418	1.0791812460476249
HP:0000260	13.0	0.0	1.0	0.018710595891803947	0.0	1.0	1.146128035678238
HP:0000262	10.0	2.0	0.8333333333333334	0.008745169818995322	0.16666666666666666	0.13533528323661267	1.0413926851582251
HP:0000263	11.0	0.0	1.0	0.0014236322961155175	0.0	1.0	1.0791812460476249
HP:0000264	9.0	4.0	0.6923076923076923	0.0018303843807199512	0.3076923076923077	0.01831563888873418	1.0
HP:0000265	10.0	0.0	1.0	0.0012202562538133007	0.0	1.0	1.0413926851582251
HP:0000267	10.0	1.0	0.9090909090909091	0.003254016676835469	0.09090909090909091	0.3678794411714424	1.0413926851582251
HP:0000268	10.0	1.0	0.9090909090909091	0.042505592841163314	0.09090909090909091	0.3678794411714424	1.0413926851582251
HP:0000269	12.0	0.0	1.0	0.011999186495830792	0.0	1.0	1.1139433523068367
HP:0000270	11.0	2.0	0.8461538461538461	0.019524100061012812	0.15384615384615385	0.13533528323661267	1.0791812460476249
HP:0000271	4.0	1077.0	0.0037002775208140612	0.6005694529184462	0.996299722479186	0.0	0.6989700043360189
HP:0000272	13.0	0.0	1.0	0.042098840756558877	0.0	1.0	1.146128035678238
HP:0000273	7.0	0.0	1.0	0.0026438885499288182	0.0	1.0	0.9030899869919435
HP:0000274	6.0	2.0	0.75	0.02725238966849705	0.25	0.13533528323661267	0.8450980400142568
HP:0000275	7.0	0.0	1.0	0.020744356314826115	0.0	1.0	0.9030899869919435
HP:0000276	7.0	0.0	1.0	0.050030506406345335	0.0	1.0	0.9030899869919435
HP:0000277	11.0	35.0	0.2391304347826087	0.2092739475289811	0.7608695652173914	6.30511676014699e-16	1.0791812460476249
HP:0000278	12.0	1.0	0.9230769230769231	0.06508033353670938	0.07692307692307693	0.3678794411714424	1.1139433523068367
HP:0000280	6.0	1.0	0.8571428571428571	0.04677648972950987	0.14285714285714285	0.3678794411714424	0.8450980400142568
HP:0000282	10.0	5.0	0.6666666666666666	0.027049013626194836	0.3333333333333333	0.006737946999085467	1.0413926851582251
HP:0000283	7.0	0.0	1.0	0.003864144803742119	0.0	1.0	0.9030899869919435
HP:0000286	9.0	4.0	0.6923076923076923	0.11734797640837909	0.3076923076923077	0.01831563888873418	1.0
HP:0000287	10.0	0.0	1.0	0.0002033760423022168	0.0	1.0	1.0413926851582251
HP:0000288	10.0	11.0	0.47619047619047616	0.13239780353874314	0.5238095238095238	1.670170079024566e-05	1.0413926851582251
HP:0000289	11.0	0.0	1.0	0.008541793776693106	0.0	1.0	1.0791812460476249
HP:0000290	5.0	28.0	0.15151515151515152	0.23164531218222492	0.8484848484848485	6.914400106940203e-13	0.7781512503836436
HP:0000291	9.0	3.0	0.75	NaN	0.25	0.04978706836786394	1.0
HP:0000292	12.0	1.0	0.9230769230769231	0.0018303843807199512	0.07692307692307693	0.3678794411714424	1.1139433523068367
HP:0000293	7.0	0.0	1.0	0.02928615009151922	0.0	1.0	0.9030899869919435
HP:0000294	15.0	0.0	1.0	0.028065893837705917	0.0	1.0	1.2041199826559248
HP:0000295	6.0	0.0	1.0	0.0008135041692088672	0.0	1.0	0.8450980400142568
HP:0000297	13.0	0.0	1.0	0.009558673988204189	0.0	1.0	1.146128035678238
HP:0000298	7.0	0.0	1.0	0.011185682326621925	0.0	1.0	0.9030899869919435
HP:0000300	6.0	0.0	1.0	0.003254016676835469	0.0	1.0	0.8450980400142568
HP:0000301	9.0	39.0	0.1875	0.06630058979052268	0.8125	1.1548224173015786e-17	1.0
HP:0000303	14.0	0.0	1.0	0.04148871262965223	0.0	1.0	1.1760912590556813
HP:0000306	5.0	12.0	0.29411764705882354	0.07850315232865568	0.7058823529411765	6.14421235332821e-06	0.7781512503836436
HP:0000307	6.0	0.0	1.0	0.026845637583892617	0.0	1.0	0.8450980400142568
HP:0000308	18.0	0.0	1.0	0.01606670734187513	0.0	1.0	1.2787536009528289
HP:0000309	5.0	31.0	0.1388888888888889	0.12446613788895668	0.8611111111111112	3.442477108469976e-14	0.7781512503836436
HP:0000311	6.0	0.0	1.0	0.020744356314826115	0.0	1.0	0.8450980400142568
HP:0000315	5.0	237.0	0.02066115702479339	0.3174700020337604	0.9793388429752066	1.1808854971746377e-103	0.7781512503836436
HP:0000316	5.0	0.0	1.0	0.15456579214968477	0.0	1.0	0.7781512503836436
HP:0000317	14.0	0.0	1.0	0.0016270083384177345	0.0	1.0	1.1760912590556813
HP:0000319	11.0	0.0	1.0	0.033353670937563556	0.0	1.0	1.0791812460476249
HP:0000320	6.0	0.0	1.0	0.0034573927191376857	0.0	1.0	0.8450980400142568
HP:0000321	6.0	0.0	1.0	0.0022371364653243847	0.0	1.0	0.8450980400142568
HP:0000322	11.0	0.0	1.0	0.04901362619483425	0.0	1.0	1.0791812460476249
HP:0000324	6.0	5.0	0.5454545454545454	0.027455765710799267	0.45454545454545453	0.006737946999085467	0.8450980400142568
HP:0000325	6.0	0.0	1.0	0.03131991051454139	0.0	1.0	0.8450980400142568
HP:0000326	11.0	18.0	0.3793103448275862	0.028879398006914785	0.6206896551724138	1.522997974471263e-08	1.0791812460476249
HP:0000327	12.0	3.0	0.8	0.025015253203172667	0.2	0.04978706836786394	1.1139433523068367
HP:0000329	12.0	6.0	0.6666666666666666	0.004067520846044336	0.3333333333333333	0.0024787521766663585	1.1139433523068367
HP:0000331	6.0	0.0	1.0	0.013016066707341876	0.0	1.0	0.8450980400142568
HP:0000336	7.0	2.0	0.7777777777777778	0.01016880211511084	0.2222222222222222	0.13533528323661267	0.9030899869919435
HP:0000337	6.0	0.0	1.0	0.039048200122025624	0.0	1.0	0.8450980400142568
HP:0000338	12.0	0.0	1.0	0.007524913565182021	0.0	1.0	1.1139433523068367
HP:0000339	7.0	0.0	1.0	0.0004067520846044336	0.0	1.0	0.9030899869919435
HP:0000340	6.0	0.0	1.0	0.036607687614399025	0.0	1.0	0.8450980400142568
HP:0000341	6.0	0.0	1.0	0.0339637990644702	0.0	1.0	0.8450980400142568
HP:0000343	11.0	0.0	1.0	0.07728289607484239	0.0	1.0	1.0791812460476249
