,"constant: mph=0.1, iph=0.1",clean_set
0,0.41309255079006774,0.35671342685370744
1,0.36767676767676766,0.374749498997996
2,0.414,0.40681362725450904
3,0.408,0.466
4,0.506,0.46092184368737477
5,0.5,0.501002004008016
6,0.534,0.498
7,0.501002004008016,0.536
8,0.533066132264529,0.572
9,0.5811623246492986,0.568
