,"constant: mph=0.1, iph=0.1",clean_set
0,0.41814159292035397,0.368
1,0.23943661971830985,0.22645290581162325
2,0.19678714859437751,0.172
3,0.17835671342685372,0.158
4,0.14228456913827656,0.144
5,0.148,0.158
6,0.154,0.17635270541082165
7,0.164,0.166
8,0.186,0.194
9,0.19839679358717435,0.20641282565130262
