,"constant: mph=0.1, iph=0.1",clean_set
0,0.37168141592920356,0.41
1,0.7267206477732794,0.86
2,0.8955823293172691,0.9659318637274549
3,0.9679358717434869,0.9659318637274549
4,0.978,0.992
5,0.986,0.986
6,0.99,0.992
7,0.99,0.9899799599198397
8,0.998,0.992
9,0.9899799599198397,0.998
