,"constant: mph=0.1, iph=0.1",clean_set
0,0.3622222222222222,0.3687374749498998
1,0.44668008048289737,0.402
2,0.48897795591182364,0.51
3,0.574,0.6
4,0.668,0.6993987975951904
5,0.758,0.776
6,0.79,0.8216432865731463
7,0.8276553106212425,0.8795180722891566
8,0.86,0.906
9,0.9038076152304609,0.9154929577464789
