,"constant: mph=0.1, iph=0.1",clean_set
0,0.37639198218262804,0.3807615230460922
1,0.4124748490945674,0.44779116465863456
2,0.4909456740442656,0.488
3,0.576,0.5851703406813628
4,0.6232464929859719,0.678714859437751
5,0.73,0.7274549098196392
6,0.766,0.806
7,0.804,0.86
8,0.852,0.8857715430861723
9,0.9236947791164659,0.912
