,"constant: mph=0.1, iph=0.1",clean_set
0,0.3561946902654867,0.422
1,0.7404426559356136,0.8517034068136272
2,0.928,0.962
3,0.966,0.98
4,0.9799599198396793,0.986
5,0.992,0.982
6,0.9939879759519038,0.9879759519038076
7,0.994,0.994
8,0.992,0.996
9,0.994,0.994
