,"constant: mph=0.1, iph=0.1",clean_set
0,0.40444444444444444,0.38
1,0.23076923076923078,0.23
2,0.186,0.168
3,0.164,0.152
4,0.158,0.164
5,0.146,0.15261044176706828
6,0.17034068136272545,0.146
7,0.18637274549098196,0.174
8,0.178,0.20080321285140562
9,0.256,0.198
