gen,especificidad,capitalidad,similaridad
825,0.7906976744186046,0.8947368421052632,0.723404255319149
831,0.7894736842105263,0.8823529411764706,0.7142857142857143
833,0.8,0.8852459016393442,0.7248322147651006
841,0.7857142857142857,0.88,0.7096774193548387
843,0.7954545454545454,0.8860759493670886,0.7216494845360825
844,0.8,0.8571428571428571,0.7058823529411765
845,0.8181818181818182,0.9,0.75
846,0.7976190476190477,0.8933333333333333,0.7282608695652174
847,0.7777777777777778,0.875,0.7
857,0.7969924812030075,0.8907563025210085,0.726027397260274
859,0.8028169014084507,0.890625,0.7307692307692307
860,0.7980769230769231,0.8924731182795699,0.7280701754385965
861,0.8064516129032258,0.8928571428571429,0.7352941176470589
865,0.8148148148148148,0.88,0.7333333333333333
866,0.8333333333333334,0.9090909090909091,0.7692307692307693
867,0.7969924812030075,0.8907563025210085,0.726027397260274
871,0.7916666666666666,0.8837209302325582,0.7169811320754716
875,0.8,0.8888888888888888,0.7272727272727273
889,0.8076923076923077,0.875,0.7241379310344828
894,0.8,0.9090909090909091,0.7407407407407407
899,0.8125,0.896551724137931,0.7428571428571429
915,0.7941176470588235,0.9,0.7297297297297297
916,0.7878787878787878,0.896551724137931,0.7222222222222222
917,0.7894736842105263,0.8823529411764706,0.7142857142857143
919,0.8,0.8888888888888888,0.7272727272727273
920,0.7777777777777778,0.875,0.7
925,0.8571428571428571,0.8571428571428571,0.75
930,0.7924528301886793,0.8936170212765957,0.7241379310344828
931,0.7941176470588235,0.9,0.7297297297297297
939,0.7916666666666666,0.9047619047619048,0.7307692307692307
940,0.8108108108108109,0.8823529411764706,0.7317073170731707
948,0.8,1.0,0.8
950,0.803030303030303,0.8833333333333333,0.726027397260274
953,0.8125,0.8666666666666667,0.7222222222222222
958,0.8181818181818182,0.9,0.75
959,0.8048780487804879,0.8918918918918919,0.7333333333333333
966,0.8333333333333334,0.9090909090909091,0.7692307692307693
970,0.8181818181818182,0.9,0.75
973,0.7948717948717948,0.8857142857142857,0.7209302325581395
974,0.8048780487804879,0.8918918918918919,0.7333333333333333
975,0.8048780487804879,0.8918918918918919,0.7333333333333333
977,0.7777777777777778,0.875,0.7
987,0.8,0.9,0.7346938775510204
990,0.796875,0.8947368421052632,0.7285714285714285
998,0.7976190476190477,0.8933333333333333,0.7282608695652174
999,0.7966101694915254,0.8867924528301887,0.7230769230769231
1000,0.7936507936507936,0.8928571428571429,0.7246376811594203
1001,0.803921568627451,0.8913043478260869,0.7321428571428571
1009,0.8034188034188035,0.8867924528301887,0.7286821705426356
1013,0.75,1.0,0.75
1019,0.7894736842105263,0.8823529411764706,0.7142857142857143
1020,0.8076923076923077,0.875,0.7241379310344828
1021,0.782608695652174,0.9,0.72
1024,0.8076923076923077,0.875,0.7241379310344828
1026,0.7972972972972973,0.8939393939393939,0.7283950617283951
1027,0.7959183673469388,0.8863636363636364,0.7222222222222222
1028,0.797752808988764,0.8875,0.7244897959183674
1029,0.8020833333333334,0.8850574712643678,0.7264150943396226
1030,0.7976190476190477,0.8933333333333333,0.7282608695652174
1031,0.7972972972972973,0.8939393939393939,0.7283950617283951
1041,0.8125,0.896551724137931,0.7428571428571429
1050,0.6666666666666666,1.0,0.6666666666666666
1053,0.8,0.8888888888888888,0.7272727272727273
1056,0.8064516129032258,0.8928571428571429,0.7352941176470589
1062,0.8,0.9,0.7346938775510204
1063,0.7878787878787878,0.896551724137931,0.7222222222222222
1066,1.0,1.0,1.0
1071,0.75,0.8571428571428571,0.6666666666666666
1073,0.796875,0.8947368421052632,0.7285714285714285
1075,0.7948717948717948,0.8857142857142857,0.7209302325581395
1080,0.8,0.8936170212765957,0.7304347826086957
1084,0.7878787878787878,0.896551724137931,0.7222222222222222
1103,0.7974683544303798,0.8873239436619719,0.7241379310344828
1105,0.8148148148148148,0.88,0.7333333333333333
1106,0.7971014492753623,0.8870967741935484,0.7236842105263158
1107,0.8,0.9,0.7346938775510204
1108,0.8,0.8888888888888888,0.7272727272727273
1109,0.8,1.0,0.8
1116,0.8571428571428571,0.8571428571428571,0.75
1119,0.7857142857142857,0.88,0.7096774193548387
1120,0.8095238095238095,0.8947368421052632,0.7391304347826086
1121,0.8181818181818182,0.9,0.75
1123,0.8070175438596491,0.8846153846153846,0.7301587301587301
1130,0.7980769230769231,0.8924731182795699,0.7280701754385965
1131,0.8,0.8888888888888888,0.7272727272727273
1134,0.8041237113402062,0.8863636363636364,0.7289719626168224
1135,0.8064516129032258,0.8928571428571429,0.7352941176470589
1136,0.8181818181818182,0.9,0.75
1137,0.7857142857142857,0.88,0.7096774193548387
1139,0.7878787878787878,0.896551724137931,0.7222222222222222
1140,0.8,0.8888888888888888,0.7272727272727273
1141,0.7916666666666666,0.9047619047619048,0.7307692307692307
1144,0.8045977011494253,0.8860759493670886,0.7291666666666666
1145,0.8,0.8888888888888888,0.7272727272727273
1146,0.8032786885245902,0.8909090909090909,0.7313432835820896
1147,0.7931034482758621,0.8846153846153846,0.71875
1161,0.8011695906432749,0.8896103896103896,0.7287234042553191
1173,0.8070175438596491,0.8846153846153846,0.7301587301587301
1174,0.7931034482758621,0.8846153846153846,0.71875
1175,0.8,0.8888888888888888,0.7272727272727273
1180,0.7894736842105263,0.8823529411764706,0.7142857142857143
1181,0.7954545454545454,0.8974358974358975,0.7291666666666666
1182,0.8020833333333334,0.8850574712643678,0.7264150943396226
1183,0.8070175438596491,0.8846153846153846,0.7301587301587301
1184,0.8,0.8888888888888888,0.7272727272727273
1185,0.8148148148148148,0.88,0.7333333333333333
1186,0.7964601769911505,0.8910891089108911,0.7258064516129032
1187,0.7959183673469388,0.8863636363636364,0.7222222222222222
1188,0.7983870967741935,0.8918918918918919,0.7279411764705882
1193,0.7878787878787878,0.896551724137931,0.7222222222222222
1200,0.7954545454545454,0.8974358974358975,0.7291666666666666
1201,0.7931034482758621,0.8846153846153846,0.71875
1203,0.8035714285714286,0.8823529411764706,0.7258064516129032
1213,0.7974683544303798,0.8873239436619719,0.7241379310344828
1230,0.7941176470588235,0.8852459016393442,0.72
1235,0.8064516129032258,0.8928571428571429,0.7352941176470589
1244,0.8333333333333334,0.9090909090909091,0.7692307692307693
1258,0.8125,0.896551724137931,0.7428571428571429
1259,0.7894736842105263,0.8823529411764706,0.7142857142857143
1261,0.8125,0.896551724137931,0.7428571428571429
1267,0.8181818181818182,0.9,0.75
1272,0.8064516129032258,0.8928571428571429,0.7352941176470589
1277,0.8022598870056498,0.8875,0.7282051282051282
1278,0.803030303030303,0.8907563025210085,0.7310344827586207
1280,0.8010899182561307,0.8882175226586103,0.7277227722772277
1281,0.8,0.891566265060241,0.729064039408867
1282,0.8,0.8846153846153846,0.7244094488188977
1284,0.8,0.8571428571428571,0.7058823529411765
1285,0.8095238095238095,0.8947368421052632,0.7391304347826086
1286,0.7894736842105263,0.8823529411764706,0.7142857142857143
1287,0.8,0.88,0.7213114754098361
1288,0.7906976744186046,0.8947368421052632,0.723404255319149
1289,0.8018867924528302,0.8854166666666666,0.7264957264957265
1290,0.7972972972972973,0.8939393939393939,0.7283950617283951
1291,0.8041237113402062,0.8863636363636364,0.7289719626168224
1292,0.803921568627451,0.8913043478260869,0.7321428571428571
1293,0.7962962962962963,0.8865979381443299,0.7226890756302521
1294,0.8029197080291971,0.8870967741935484,0.7284768211920529
1296,0.8,0.8888888888888888,0.7272727272727273
1297,0.7962962962962963,0.8958333333333334,0.7288135593220338
1298,0.8032786885245902,0.8909090909090909,0.7313432835820896
1299,0.8064516129032258,0.8928571428571429,0.7352941176470589
1300,0.8,0.8888888888888888,0.7272727272727273
1301,0.7972027972027972,0.890625,0.7261146496815286
1302,0.7961165048543689,0.8913043478260869,0.7256637168141593
1303,0.8018018018018018,0.89,0.7295081967213115
1305,0.7964601769911505,0.8910891089108911,0.7258064516129032
1308,0.8064516129032258,0.8928571428571429,0.7352941176470589
1311,0.7956989247311828,0.891566265060241,0.7254901960784313
1312,0.8029197080291971,0.8870967741935484,0.7284768211920529
1314,0.8235294117647058,0.875,0.7368421052631579
1315,0.8076923076923077,0.875,0.7241379310344828
1316,0.8,1.0,0.8
1326,0.8,1.0,0.8
1327,0.8076923076923077,0.875,0.7241379310344828
1337,0.8181818181818182,0.9,0.75
1339,0.7692307692307693,0.9090909090909091,0.7142857142857143
1340,0.8148148148148148,0.88,0.7333333333333333
1349,0.8,0.8888888888888888,0.7272727272727273
1351,0.7916666666666666,0.9047619047619048,0.7307692307692307
1352,0.7931034482758621,0.8846153846153846,0.71875
1355,0.803921568627451,0.8913043478260869,0.7321428571428571
1356,0.7916666666666666,0.8837209302325582,0.7169811320754716
1357,0.7777777777777778,0.875,0.7
1363,0.7916666666666666,0.9047619047619048,0.7307692307692307
1369,0.75,1.0,0.75
1371,0.7936507936507936,0.8928571428571429,0.7246376811594203
1373,0.8181818181818182,0.9,0.75
1374,0.8,0.8888888888888888,0.7272727272727273
1376,0.8,0.8928571428571429,0.7299270072992701
1380,0.8070175438596491,0.8846153846153846,0.7301587301587301
1384,0.8125,0.8666666666666667,0.7222222222222222
1385,1.0,1.0,1.0
1387,0.8015873015873016,0.8898678414096917,0.7292418772563177
1392,0.8181818181818182,0.9,0.75
1399,0.8,0.8888888888888888,0.7272727272727273
1406,0.8035714285714286,0.8823529411764706,0.7258064516129032
1407,1.0,1.0,1.0
1409,0.8125,0.8666666666666667,0.7222222222222222
1410,0.7945205479452054,0.8923076923076924,0.725
1411,0.8333333333333334,0.8333333333333334,0.7142857142857143
1412,0.8571428571428571,0.8571428571428571,0.75
1413,0.7777777777777778,0.875,0.7
1414,0.8,0.8571428571428571,0.7058823529411765
1415,0.8333333333333334,0.9090909090909091,0.7692307692307693
1417,0.8333333333333334,0.8333333333333334,0.7142857142857143
1419,0.8,1.0,0.8
1420,0.8,0.8571428571428571,0.7058823529411765
1421,0.7777777777777778,0.875,0.7
1427,0.8333333333333334,0.8333333333333334,0.7142857142857143
1428,0.6666666666666666,1.0,0.6666666666666666
1436,0.7974683544303798,0.8873239436619719,0.7241379310344828
1438,0.8181818181818182,0.9,0.75
1439,0.782608695652174,0.9,0.72
1441,0.7777777777777778,0.875,0.7
1453,0.8333333333333334,0.8333333333333334,0.7142857142857143
1457,0.7916666666666666,0.8837209302325582,0.7169811320754716
1460,0.8,0.8888888888888888,0.7272727272727273
1462,0.7692307692307693,0.9090909090909091,0.7142857142857143
1468,0.8235294117647058,0.875,0.7368421052631579
1471,0.8181818181818182,0.9,0.75
1474,0.7857142857142857,0.9166666666666666,0.7333333333333333
1475,0.7894736842105263,0.8823529411764706,0.7142857142857143
1476,0.7857142857142857,0.88,0.7096774193548387
1482,0.8034188034188035,0.8867924528301887,0.7286821705426356
1487,0.8027210884353742,0.8872180451127819,0.7283950617283951
1490,0.8064516129032258,0.8928571428571429,0.7352941176470589
1491,0.7777777777777778,0.875,0.7
1493,0.803030303030303,0.8907563025210085,0.7310344827586207
1495,0.6666666666666666,1.0,0.6666666666666666
1496,0.8235294117647058,0.875,0.7368421052631579
1497,0.7961165048543689,0.8913043478260869,0.7256637168141593
1499,0.8020304568527918,0.8876404494382022,0.728110599078341
1500,0.7916666666666666,0.9047619047619048,0.7307692307692307
1501,0.8,0.875,0.717948717948718
1503,0.7777777777777778,0.875,0.7
1508,0.8333333333333334,0.8333333333333334,0.7142857142857143
1509,0.8064516129032258,0.8928571428571429,0.7352941176470589
1512,0.8181818181818182,0.9,0.75
1513,0.7945205479452054,0.8923076923076924,0.725
1523,0.8148148148148148,0.88,0.7333333333333333
1528,0.7941176470588235,0.8852459016393442,0.72
1534,0.8571428571428571,0.8571428571428571,0.75
1535,0.8,0.9,0.7346938775510204
1536,0.8035714285714286,0.8823529411764706,0.7258064516129032
1537,0.782608695652174,0.9,0.72
1540,0.8181818181818182,0.9,0.75
1545,0.8108108108108109,0.8823529411764706,0.7317073170731707
1548,0.8333333333333334,0.8333333333333334,0.7142857142857143
1559,1.0,1.0,1.0
1565,0.6666666666666666,1.0,0.6666666666666666
1576,0.8,0.8571428571428571,0.7058823529411765
1577,0.75,1.0,0.75
1581,0.8,0.8571428571428571,0.7058823529411765
1583,0.8,0.88,0.7213114754098361
1584,0.8,0.8888888888888888,0.7272727272727273
1585,0.7948717948717948,0.8857142857142857,0.7209302325581395
1586,0.7941176470588235,0.8852459016393442,0.72
1588,0.7878787878787878,0.896551724137931,0.7222222222222222
1589,0.8333333333333334,0.9090909090909091,0.7692307692307693
1591,0.8,0.8571428571428571,0.7058823529411765
1593,0.7964601769911505,0.8910891089108911,0.7258064516129032
1594,0.8,0.88,0.7213114754098361
1600,0.8,0.9090909090909091,0.7407407407407407
1604,0.8125,0.896551724137931,0.7428571428571429
1605,0.7956989247311828,0.891566265060241,0.7254901960784313
1610,0.782608695652174,0.9,0.72
1615,0.782608695652174,0.9,0.72
1616,0.8125,0.896551724137931,0.7428571428571429
1617,0.7777777777777778,0.875,0.7
1621,0.7906976744186046,0.8947368421052632,0.723404255319149
1629,0.8181818181818182,0.9,0.75
1630,0.8045977011494253,0.8860759493670886,0.7291666666666666
1634,0.8,0.8888888888888888,0.7272727272727273
1636,0.8181818181818182,0.9,0.75
1638,0.8,0.8888888888888888,0.7272727272727273
1639,0.7945205479452054,0.8923076923076924,0.725
1641,0.8043478260869565,0.8809523809523809,0.7254901960784313
1642,0.7959183673469388,0.8863636363636364,0.7222222222222222
1643,0.796875,0.8947368421052632,0.7285714285714285
1644,0.8108108108108109,0.8823529411764706,0.7317073170731707
1646,0.8,1.0,0.8
1649,0.6666666666666666,1.0,0.6666666666666666
1650,0.8064516129032258,0.8928571428571429,0.7352941176470589
1654,0.7948717948717948,0.8857142857142857,0.7209302325581395
1656,0.7916666666666666,0.8837209302325582,0.7169811320754716
1663,0.8076923076923077,0.875,0.7241379310344828
1674,0.8035714285714286,0.8823529411764706,0.7258064516129032
1675,0.6666666666666666,1.0,0.6666666666666666
1678,0.8,0.88,0.7213114754098361
1687,1.0,1.0,1.0
1690,0.8181818181818182,0.9,0.75
1716,0.7948717948717948,0.8857142857142857,0.7209302325581395
1717,0.8021978021978022,0.8902439024390244,0.73
1718,0.8051948051948052,0.8857142857142857,0.7294117647058823
