,"constant: mph=0.1, iph=0.1",clean_set
0,0.22943722943722944,0.22444889779559118
1,0.5671342685370742,0.662
2,0.82,0.8276553106212425
3,0.914,0.926
4,0.9298597194388778,0.9559118236472945
5,0.952,0.9719438877755511
6,0.9378757515030061,0.942
7,0.95,0.96
8,0.982,0.96
9,0.972,0.9578313253012049
