,"constant: mph=0.1, iph=0.1",clean_set
0,0.36923076923076925,0.3907815631262525
1,0.645748987854251,0.724
2,0.784,0.848
3,0.8815261044176707,0.892
4,0.9318637274549099,0.962
5,0.95,0.96579476861167
6,0.96,0.984
7,0.9779559118236473,0.9899799599198397
8,0.986,0.996
9,0.9899799599198397,0.9839679358717435
